date,group,gpu_ret,btc_krw_ret,fx_ret,nvda_ret,nasdaq_ret,sox_ret,btc_krw_ret_l0,btc_krw_ret_l1,btc_krw_ret_l2,btc_krw_ret_l3,btc_krw_ret_l4,btc_krw_ret_l5,btc_krw_ret_l6,btc_krw_ret_l7,btc_krw_ret_l8,gpu_ret_l1,is_high,is_low,high_btc_l0,low_btc_l0,high_btc_l1,low_btc_l1,high_btc_l2,low_btc_l2,high_btc_l3,low_btc_l3,high_btc_l4,low_btc_l4,high_btc_l5,low_btc_l5,high_btc_l6,low_btc_l6,high_btc_l7,low_btc_l7,high_btc_l8,low_btc_l8,high_nvda_ret,low_nvda_ret,high_fx_ret,low_fx_ret,block
2024-03-10,high,0.0026583818521247,0.0665051516717909,-0.0051799591509471,0.0670450293897912,-0.0103738609232362,0.0133428959641381,0.0665051516717909,,,,,,,,,,1,0,0.0665051516717909,0.0,,,,,,,,,,,,,,,,,0.0670450293897912,0.0,-0.0051799591509471,-0.0,chip_main_no_trim
2024-03-17,high,0.0064198884259827,0.0401569606203544,-0.0103370278611638,0.0097599270724035,0.0003444296775008,-0.0279925799762139,0.0401569606203544,0.0665051516717909,,,,,,,,0.0026583818521247,1,0,0.0401569606203544,0.0,0.0665051516717909,0.0,,,,,,,,,,,,,,,0.0097599270724035,0.0,-0.0103370278611638,-0.0,chip_main_no_trim
2024-03-24,high,-8.711953707250854e-05,-0.0569468050812602,0.0142012250804377,0.0214300404170328,0.0111704411775068,-0.0094241215445869,-0.0569468050812602,0.0401569606203544,0.0665051516717909,,,,,,,0.0064198884259827,1,0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0665051516717909,0.0,,,,,,,,,,,,,0.0214300404170328,0.0,0.0142012250804377,0.0,chip_main_no_trim
2024-03-31,high,-0.0003149462617579,0.0755508876923585,0.0086819629117096,0.0137227832540496,0.0046679547821621,0.0154165433445214,0.0755508876923585,-0.0569468050812602,0.0401569606203544,0.0665051516717909,,,,,,-8.711953707250854e-05,1,0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0665051516717909,0.0,,,,,,,,,,,0.0137227832540496,0.0,0.0086819629117096,0.0,chip_main_no_trim
2024-04-07,high,0.0025285909558727,-0.028034704955079,0.0033224887569618,-0.0387389976148275,-0.0078299443485967,-0.0045246109531849,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,0.0665051516717909,,,,,-0.0003149462617579,1,0,-0.028034704955079,-0.0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0665051516717909,0.0,,,,,,,,,-0.0387389976148275,-0.0,0.0033224887569618,0.0,chip_main_no_trim
2024-04-14,high,0.0016322280779829,0.0172796131203298,0.0054364912979831,-0.009952083118069,0.0016769399324658,-0.0077936024864015,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,0.0665051516717909,,,,0.0025285909558727,1,0,0.0172796131203298,0.0,-0.028034704955079,-0.0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0665051516717909,0.0,,,,,,,-0.009952083118069,-0.0,0.0054364912979831,0.0,chip_main_no_trim
2024-04-21,high,0.0037231686141941,-0.0611719552353982,0.018836552484017,-0.0476569089923311,-0.0380520940248398,-0.0589990959643937,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,0.0665051516717909,,,0.0016322280779829,1,0,-0.0611719552353982,-0.0,0.0172796131203298,0.0,-0.028034704955079,-0.0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0665051516717909,0.0,,,,,-0.0476569089923311,-0.0,0.018836552484017,0.0,chip_main_no_trim
2024-04-28,high,-0.0017437896889886,0.0118979756416237,-0.0060397746201443,-0.0147693523807097,0.0011115408731594,-0.0010615603982415,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,0.0665051516717909,,0.0037231686141941,1,0,0.0118979756416237,0.0,-0.0611719552353982,-0.0,0.0172796131203298,0.0,-0.028034704955079,-0.0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0665051516717909,0.0,,,-0.0147693523807097,-0.0,-0.0060397746201443,-0.0,chip_main_no_trim
2024-05-05,high,-0.0017276542760626,-0.0513084427149692,0.0007051897630061,0.0473700007636059,0.0106649132435237,0.023248592472953,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,0.0665051516717909,-0.0017437896889886,1,0,-0.0513084427149692,-0.0,0.0118979756416237,0.0,-0.0611719552353982,-0.0,0.0172796131203298,0.0,-0.028034704955079,-0.0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0665051516717909,0.0,0.0473700007636059,0.0,0.0007051897630061,0.0,chip_main_no_trim
2024-05-12,high,-0.0003235641910017,-0.0013754683318119,-0.0123640334863042,0.0452957150932702,0.0302622544532358,0.0296186733021386,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,0.0401569606203544,-0.0017276542760626,1,0,-0.0013754683318119,-0.0,-0.0513084427149692,-0.0,0.0118979756416237,0.0,-0.0611719552353982,-0.0,0.0172796131203298,0.0,-0.028034704955079,-0.0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0401569606203544,0.0,0.0452957150932702,0.0,-0.0123640334863042,-0.0,chip_main_no_trim
2024-05-19,high,-0.0004416228757652,0.0461135501063978,0.0005460849178717,0.0250369599310662,0.0164153001053204,0.0330832935158333,0.0461135501063978,-0.0013754683318119,-0.0513084427149692,0.0118979756416237,-0.0611719552353982,0.0172796131203298,-0.028034704955079,0.0755508876923585,-0.0569468050812602,-0.0003235641910017,1,0,0.0461135501063978,0.0,-0.0013754683318119,-0.0,-0.0513084427149692,-0.0,0.0118979756416237,0.0,-0.0611719552353982,-0.0,0.0172796131203298,0.0,-0.028034704955079,-0.0,0.0755508876923585,0.0,-0.0569468050812602,-0.0,0.0250369599310662,0.0,0.0005460849178717,0.0,chip_main_no_trim
